.	NZ_CP013055	NZ_CP016784	NZ_CP023320	NZ_CP010577	NZ_CP012722	NZ_CP024647	NZ_CP025001	NZ_CP018184	NZ_CP020375	NZ_CP020367	NZ_CP011937	NZ_CP017676	NZ_CP021889	NC_022081	NZ_CP012330	NZ_CP019626	NZ_CP011101	NC_020507	NZ_CP020814	NZ_CP022531	NZ_CP017070	NC_016779	NZ_CP011974	NZ_CP009325	NZ_CP009968	NZ_CP009920	NZ_CP013950	NZ_CP015222	NZ_CP007626	NC_020410	NC_012472	NZ_AP012496	NZ_CP014781	NZ_CP019230	NZ_CP007512	NZ_CP004858	NZ_CP010556	NZ_CP013274	NZ_CP018100	NZ_CP026610	NZ_CP010314	NZ_CP007409	NZ_CP021669	NZ_CP020002	NC_017191	NZ_CP008855	NZ_CP009605	NZ_CP009902	NC_022873	NZ_CP023179	NZ_CP015443	NZ_CP020722	NZ_CP011153	NZ_CP014794	NZ_CP015779	NZ_CP022874	NZ_CP012475	NZ_CP021338	NC_014171	NZ_CP007173	NZ_CP023431	NZ_CP015226	NZ_CP018874	NC_018520	NZ_CP015975	NC_022524	NZ_CP017763	NZ_CP016894	NZ_CP020352	NC_016047	NZ_CP012482	NZ_CP008846	NZ_CP009679	NZ_CP011007	NC_011725	NC_016784	NZ_CP016020	NZ_CP014840	NZ_CP007666	NZ_CP025122	NZ_CP009300	NZ_CP018935	NZ_CP012727	NC_014335	NC_017195	NC_011773	NZ_CP026678	NZ_CP018249	NZ_CP010524	NC_018877	NZ_CP013654	NC_000964	NZ_CP023666	NZ_CP022345	NZ_CP012720	NZ_CP011347	NZ_CP022654	NZ_CP014486	NZ_CP017888	NZ_CP014793	NZ_CP009700	NZ_CP022983	NZ_CP020102	NZ_CP021892	NZ_CP022477	NC_022530	NZ_CP006058	NC_017743	NZ_CP019985	NC_017190	NZ_CP009315	NZ_CP022556	NZ_CP018133	NZ_CP011346	NC_014551	NZ_CP007739	NZ_CP015350	NC_020238	NZ_CP021499	NZ_CP018197	NZ_CP018866	NC_022781	NZ_CP018574	NZ_CP018173	NC_014103	NZ_CP020023	NZ_CP021921	NZ_CP014795	NZ_CP023665	NZ_CP021677	NZ_CP018200	NZ_AP014928	NZ_CP015611	NZ_CP026673	NC_014479	NZ_CP021505	NC_017188	NZ_CP007618	NZ_CP009590	NZ_CP015176	NC_020832	NZ_CP015150	NZ_CP008698	NC_019896	NC_008600	NZ_CP018903	NZ_CP017060	NZ_CP012691	NZ_CP017775	NZ_CP024897	NZ_CP025941	NZ_CP012729	NC_013791	NZ_CP009641	NZ_CP007800	NZ_CP025258	NZ_CP015375	NZ_CP022319	NZ_CP001970	NC_016023	NZ_CP014166	NC_010184	NC_003909	NC_018500	NZ_CP021011	NC_006274	NZ_CP020880	NZ_CP010075	NC_018693	NZ_CP017953	NZ_CP014179	NZ_CP009341	NZ_CP012728	NC_021362	NZ_CP019040	NZ_CP022287	NZ_CP012519	NC_017208	NZ_CP007165	NZ_CP006960	NZ_CP024203	NZ_CP011008	NZ_CP011155	NC_020376	NZ_CP011534	NZ_CP014783	NZ_CP022890	NC_023073	NZ_CP018295	NC_018491	NZ_CP011939	NZ_CP010406	NZ_CP016767	NZ_CP009981	NZ_CP017747	NZ_CP010525	NZ_CP009331	NZ_CP010014	NC_015634	NZ_CP012726	NZ_CP020893	NZ_CP021500	NZ_CP022341	NC_018508	NZ_CP025341	NC_017138	NZ_CP010088	NZ_CP005997	NZ_CP017314	NC_017061	NC_006582	NZ_CP010997	NZ_CP007242	NC_017200	NZ_CP014842	NZ_CP009686	NZ_CP004870	NZ_CP009628	NZ_CP009544	NZ_CP006890	NZ_CP009749	NZ_CP017786	NZ_CP006742	NZ_CP010586	NZ_CP018933	NZ_CP009328	NZ_CP018007	NZ_CP011151	NZ_CP017234	NZ_CP021903	NZ_CP021169	NZ_CP015727	NZ_CP025939	NZ_CP009611	NZ_CP014282	NZ_CP017016	NC_011658	NC_021171	NZ_CP014990	NZ_CP021495	NZ_CP020437	NZ_CP021920	NC_014976	NC_017196	NZ_CP007436	NZ_CP021061	NZ_CP010052	NZ_CP015607	NZ_CP016913	NZ_CP016360	NZ_CP016371	NZ_CP009941	NZ_CP024797	NZ_CP009351	NC_004722	NC_022075	NC_020244	NC_019842	NZ_CP009746	NZ_CP009369	NZ_CP022044	NZ_CP009697	NZ_CP014471	NZ_CP010322	NC_014829	NZ_CP011349	NC_007530	NZ_CP017072	NZ_CP023481	NZ_CP026649	NZ_CP022891	NZ_CP022445	NZ_CP009796	NZ_CP017112	NC_016771	NZ_AP014833	NZ_CP015911	NC_009725	NZ_CP025308	NZ_CP016315	NZ_CP018931	NC_022898	NZ_CP009476	NC_014019	NZ_CP011252	NC_012659	NC_003997	NZ_CP010106	NZ_CP009108	NZ_CP001974	NZ_CP012099	NZ_CP011882	NZ_CP020743	NZ_CP011115	NZ_CP009709	NZ_CP023729	NZ_CP012725	NC_009848	NZ_CP026533	NZ_CP011278	NZ_AP013294	NZ_CP017247	NZ_AP014864	NZ_CP010792	NZ_CP012329	NC_022653	NZ_CP016395	NZ_CP020723	NZ_CP015250	NZ_CP024035	NZ_CP021507	NZ_CP009596	NC_002570	NZ_CP012723	NZ_CP009598	NZ_CP014700	NZ_CP010089	NZ_CP009692	NZ_CP011686	NZ_CP010852	NC_006322	NZ_CP009600	NZ_CP019588	NZ_CP007244	NC_005945	NZ_CP017080	NC_011969	NZ_CP009541	NZ_CP015004	NZ_CP015589	NZ_CP012730	NZ_CP003923	NZ_CP020383	NZ_CP020805	NZ_CP013984	NZ_CP016588	NZ_CP007607	NZ_CP009720	NZ_CP009938	NC_020272	NZ_CP013727	NZ_CP012724	NZ_CP021498	NZ_CP010005	NC_014639	NC_017729	NC_006270	NZ_CP009318	NZ_CP012502	NZ_CP012483	NZ_CP009335	NZ_CP023859	NZ_CP016790	NC_009674	NZ_CP017704	NC_012581	NZ_CP016852	NZ_CP012721	NZ_CP023748	NZ_CP017577	NZ_CP010053	NC_011772	NZ_CP021911	NZ_CP022653	NZ_CP024204	NZ_CP023001	NC_017912	NZ_CP018152	NZ_CP010778	NC_005957	NZ_CP015610	NZ_CP023257	NZ_CP009464	NZ_CP023168	NZ_CP021976	NZ_CP009748	NZ_CP011150	NZ_CP012024	NZ_CP015506
NZ_CP011937	0.245458	0.193313	0.0199065	0.244434	0.244941	0.0152748	0.046023	0.141587	7.29279e-06	0.139147	0	0.139472	0.140497	0.0151524	0.192099	0.0164485	0.139995	0.139626	0.238054	0.0151945	0.138619	0.245719	0.230693	0.244941	0.245719	0.229562	0.0461779	0.142011	0.243198	0.0158137		0.127213	0.184137	0.245198	0.245198	0.245458	0.0200148	0.246247	0.190882	0.0172596	0.139597	0.138684	0.11689	0.244434	0.052026	0.228469	0.245458	0.245198	0.245458	0.245458	0.0167512	0.141557	0.245198	0.184253	0.244941	0.184021	0.23868	0.0203182	0.243441	0.139052	0.0151903	0.230693	0.230042	0.139578	0.138544	0.234164	0.141557	0.139214	0.182995	0.142357	0.192099	0.245198	0.015271	0.193676	0.245198	0.0206104	0.224842		0.244941	0.245719	0.246247	0.244434	0.244941	0.245719	0.139839	0.246247	0.244941	0.184021	0.180617	0.244941	0.139005	0.139665	0.180721	0.245198	0.244941	0.0109216	0.0202042	0.244183	0.234164	0.184842	0.244687	0.232906	0.139636	0.140527	0.18406	0.0159773	0.0162266	0.139665	0.23868	0.0522685	0.245198	0.0198059	0.0156743	0.0208736	0.0511061	0.228623	0.245198	0.245198	0.140468	0.193468		0.243198	0.192399	0.141159	0.229089	0.141587	0.140448	0.184215	0.180066	0.183905	5.64664e-06	0.192099	0.192751		0.143699	0.0513643	0.0520407	0.244434	0.246247	0.243934	0.139338	0.245198	0.139549	0.139261	0.245719	0.244941	0.244941	0.244183	0.0181677	0.0152328	0.139946	0.244941	0.23847	0.246247	0.139539	0.0155622	0.139607	0.192099	0.244941	0.233439	0.139252	0.243934	0.244687	0.244687	0.0202325	0.245719	0.232037	0.192449	0.245198	0.0202712	0.244941	0.244941	0.244941	0.183447	0.0203434	0.139261	0.244941	0.246247	0.0206244	0.0152689	0.0158472	0.232731	0.244941	0.246247	0.140408	0.0160222	0.140857	0.0201229		0.244687	0.232906	0.0162371	0.140428		0.019514	0.235473	0.244687	0.139195	0.237237	0.244941	1.38719e-06	0.147754	0.0152335	0.243441	0.0198413	0.230693	0.245719	0.138986	0.140181	0.0164135	0.239534	0.193006	0.0153171	0.244434	0.183905		0.245458	0.245458	0.244687	0.0114198	0.0113525	0.192149	0.244687	0.230858	0.244434		6.05896e-05	0.245198	0.244941	0.139166	0.139386	0.245458	0.0169611	0.0154309	0.244434	0.244687	0.245982	0.234905	0.0197079	9.13291e-06	0.244687	0.186971	0.13982	0.141536	0.192149	0.245458	0.139646	0.192249		0.243441	3.71032e-06		0.0154737	0.243441	0.245198	0.0159154	0.139491	0.0153212	0.245719	0.246515	0.244941	0.244687	0.141567	0.245719	0.25113		0.244941	0.138553	0.185402	0.233619	0.142011	0.244941	0.140162	0.139166	0.245982	0.244941	1.38799e-05	0.0149544	0.0163759	0.244434	0.244434	0.139014	0.244687	0.231358	0.0505273	0.244941	0.245198	0.244687	0.191754	0.244941	0.244687	0.138939	0.243934		0.232731	0.18379	0.244941	0.193365	0.0189141	0.020008	0.241086	0.184215	0.244434	0.244941	0.192099	0.0149272	0.0203638	0.245719	0.244941	0.230204	0.142011	0.245458	0.238892	0.244941	0.244941	0.0202403	0.245198	0.243198	0.0156757	0.244687	0.183637	0.245719	0.244941	0.0151252	0.244941	0.236245		0.244941	0.139646	0.245719	0.244941	0.242242	0.245198	0.0154044	0.140162	0.245458	0.245198	0.244941	0.0156266	0.0202769	0.0202622	0.244941	0.140478	0.245458	0.145366	0.244941	0.183675	0.245982	0.244434	0.245198	0.245458	0.0155305	0.22786	0.234533	0.239534	0.244941	0.139665	0.244941	0.0155525	0.244941	0.139723	0.243441	0.140716	0.144793	0.192099	0.244941	0.0164153	0.0201407	0.145366	0.245719	0.192751	0.139684	0.244941	0.181071	0.019922		0.192299	0.229721	0.235664
NZ_CP017676												0					0.0132097																												0.14347																	0.228011																											0.175491		0.0143317				0.245458																																					0.189342															0.244687																	0.242716								0.245458				0.014493																												0.242716			0.244941								0.182623																																																					0.0127304																	0.143842						0.244941									0.141825											0.0145188																					0.239752													0.135308																						0.140044												
NZ_CP021889	0.246515						0.141108			0.0130493		0.0121999	0		0.189893		0.0118949		0.23868											0.139214					0.246247				0.1888		0.0131591				0.143026	0.225959		0.246247	0.243934						0.245982				0.245198			0.22771				0.234533				0.0579759	0.189893	0.245982			0.245719	0.142748						0.244183	0.245982	0.244941	0.0174941		0.244687	0.17558	0.178467	0.245458	0.0156215	0.0131088			0.245982		0.142494	0.245198				0.232556			0.174299		0.139453				0.246247		0.139242													0.00905579	0.0134893					0.189708							0.245458			0.246515		0.0124776	0.244941		0.244183		0.140786	0.13982		0.245982		0.245198				0.190173	0.245982		0.0130581		0.23868	0.244183	0.139898							0.245982	0.245982			0.0157813			0.14293		0.141179	0.236638								0.244434			0.0597538				0.245719		0.237848					0.242716	0.142293		0.245198				0.24019	0.190407	0.140617		0.173566			0.245458					0.245982	0.229562			0.140418				0.0132876		0.14027	0.140796				0.235093	0.142293	0.140478			0.0129242	0.00906466		0.247057									0.245458		0.015962				0.245458				0.252074		0.245982	0.0129121		0.234905		0.245719							0.140647				0.245198		0.143492				0.189525		0.245198	0.0127674							0.140666	0.142346	0.240635	0.174557					0.14198		0.244941		0.00945054								0.141068			0.244941	0.245982									0.239534		0.140487			0.246515				0.142631	0.245982			0.133714				0.246785	0.245719			0.225676	0.235857	0.237643		0.0131093	0.245982		0.245458					0.189616	0.245982	0.140587		0.133706	0.245198				0.176058					
NC_022081	0.245458	0.192199	0.0190461			0.0150482	0.0454641		0.0151597	0.139443		0.139559	0.14024	0	0.191951		0.139781		0.237237	0.00907519	0.139985				0.245198	0.230858				0.010865		0.126502		0.244434	0.245982	0.245458			0.189986	0.0121128	0.140418				0.0510945	0.228933	0.244434	0.245719	0.246247						0.244941	0.185201	0.235664		0.244941	0.139138		0.230042		0.140359	0.139338	0.234348	0.141711		0.182329	0.141928	0.191951	0.244941	0.0150438		0.245982	0.0198899	0.224705					0.245198	0.244941	0.244941	0.139233	0.245458	0.245719	0.185161	0.183485	0.245719	0.1391	0.140487		0.244183	0.244941	0.0138769	0.0193273	0.244941	0.234164	0.18593	0.244941	0.232906		0.139995	0.185041	0.0157604	0.0116278	0.140726	0.235473		0.245198	0.0192302	0.0152104	0.0202987				0.245458	0.140211			0.243198			0.230366	0.141742	0.140113	0.185321			0.0151593	0.191803				0.0495057			0.244941	0.244941	0.139424	0.245458		0.13983	0.245719	0.244941	0.245719		0.0177417	0.015161	0.140947	0.244941		0.245982		0.0152251	0.140448	0.19205	0.244941		0.139839	0.245198	0.244687	0.245719	0.0191131						0.244941	0.244941	0.244941			0.139223		0.246785	0.020246		0.0110441	0.238054	0.245982							0.244941	0.233439		0.140132		0.0176214	0.235283	0.244687	0.139636	0.23744	0.244941	0.0151534	0.147456		0.244183	0.0190414		0.245982	0.139927	0.140468		0.236837	0.192751	0.00585764	0.244183	0.185081		0.245458	0.244434	0.244941		0.013658		0.244941	0.231696	0.245198		0.0152066	0.245982			0.139434	0.244687	0.0164528	0.00632613	0.243441	0.244183		0.2338	0.018943	0.0151594		0.187013	0.139636	0.14167	0.191852	0.245982	0.140478	0.190834					0.00965607		0.244434		0.139443				0.244941	0.244941		0.245719	0.251756		0.244941	0.139917	0.185604	0.2338	0.142409	0.245198		0.139281			0.0151555	0.010425	0.0160732				0.244941		0.0497981		0.245198	0.245719	0.19146	0.244941	0.245198	0.139878	0.243441		0.233619	0.184724			0.0182936	0.0195612	0.24086	0.185241		0.244941	0.191951		0.0197895		0.245719		0.142388	0.244434				0.0196139	0.245458		0.00646289	0.244941		0.245719	0.244941	0.0102063	0.244941	0.235283		0.244941			0.244941	0.241314		0.0090417	0.139752		0.245458			0.0196506	0.0197654	0.244941	0.140221	0.245458	0.147382	0.244941	0.18406	0.245458	0.244687	0.244687			0.22786	0.234905	0.239319	0.244941	0.140487	0.244941	0.0104268	0.245198	0.140547	0.244687		0.148079	0.191951	0.244941	0.016116		0.147357	0.245982			0.244941	0.183523			0.191852	0.229562	0.235857
NZ_CP012330	0.247057						0.192549					0.189986			0		0.190502		0.235093																										0.193108	0.226101		0.243198														0.228469				0.235283				0.190407		0.242242										0.242478							0.197904		0.189479	0.19093			0.242242		0.194202								0.197904								0.19352														0.19036					0.01333												0.19036			0.241086														0.190549			0.245719								0.242242	0.242242			0.189801					0.19321	0.234905																						0.24086			0.242478					0.0168297			0.197491			0.239534						0.228933			0.19205						0.194043	0.1926					0.192802	0.192099			0.190739												0.245198												0.242242	0.189893				0.245198											0.242242		0.192449				0.013263		0.24019									0.192299											0.189986								0.192499				0.242242									0.237037					0.247057				0.192751	0.242242			0.191025								0.222718	0.234348						0.245198					0.0133516	0.242242	0.193417		0.190977					0.197491					
NZ_CP019626	0.245719	0.193991	0.0203203			0.0163527	0.045848		0.016455	0.138367		0.137797	0.138769	0.0111543	0.1926	0	0.139338		0.239752	0.011326	0.138099				0.246515	0.230529		0.139195	0.243441	0.00693742		0.126324		0.245982	0.245982	0.245719			0.189616	0.00753431	0.139071		0.116767	0.244941	0.0519658	0.228623	0.244183	0.247057	0.242242	0.247057					0.246515	0.185402	0.237237		0.245198	0.137094	0.0162196	0.231024		0.138939	0.137834	0.235093	0.138479		0.183409	0.142599	0.1926	0.246515	0.0163494		0.245982	0.0207076	0.224842			0.246785		0.246515	0.246515	0.246785	0.138967	0.245982	0.242008	0.185361	0.181107	0.242008	0.137058	0.138986		0.245719	0.246515	0.015857	0.020617	0.244941	0.234348	0.185201	0.246515	0.233439		0.126849	0.185361	0.0170481	0.00479341	0.141058	0.236245		0.246785	0.0202025	0.0161528	0.02082				0.245719	0.138741			0.244434			0.230858	0.138507	0.139357	0.185604			0.0164547	0.192449				0.0508084			0.247331	0.244434	0.137354	0.245719		0.137952	0.247057	0.246515	0.245198		0.018497	0.0166022	0.141088	0.246515		0.247057		0.0164754	0.138939	0.192099	0.246515		0.138638	0.244941	0.245982	0.242956	0.0204258		0.232906				0.246515	0.246515	0.246515	0.18379		0.137345		0.242956	0.020361		0.0124748	0.237643	0.243686		0.13861					0.246515	0.233619		0.141444		0.0184675	0.235473	0.246247	0.137806	0.237037	0.246515	0.0164492	0.148243		0.243934	0.0188638	0.231191	0.247057	0.138191	0.1391		0.237643	0.19265	0.0112119	0.245719	0.185001		0.245719	0.246247	0.246515		0.0154978		0.246515	0.231866	0.246515		0.0164938	0.245719	0.245458		0.13821	0.245982	0.0173818	0.0113204	0.245458	0.246247		0.234905	0.0198258	0.0164556		0.188091	0.139062	0.138442	0.192099	0.242242	0.138967	0.191218					0.0116794	0.243934	0.245982	0.0118051	0.137561				0.246515	0.246515	0.138479	0.247331	0.252074		0.246515	0.138044	0.185523	0.2338	0.139195	0.245198		0.138293	0.247057		0.0164538	0.0123086	0.0173338				0.246515		0.0509138		0.246785	0.245719	0.192199	0.246515	0.245458	0.138155	0.245198		0.233439	0.185081	0.246515	0.193365	0.0189482	0.0202812	0.241544	0.185402		0.246515	0.1926		0.0205055	0.244687	0.244687		0.139185	0.244183	0.23847		0.246515	0.0204598	0.245719		0.0115522	0.246515	0.184882	0.247057	0.246515	0.0116805	0.246515	0.235857		0.246515		0.246515	0.246515	0.241544		0.0118063	0.141007		0.245719			0.0204909	0.020661	0.246515	0.13875	0.245719	0.148434	0.246515	0.184922	0.247057	0.245458	0.245719		0.0116004	0.229403	0.235093	0.239104	0.246515	0.138986	0.246515	0.0121336	0.245198	0.139052	0.244183	0.13982	0.148079	0.192499	0.246515	0.0174116		0.148421	0.247057			0.246515	0.181354			0.192549	0.229721	0.235857
NZ_CP011101																	0																												0.143688																	0.228623																											0.181071		0.014648				0.245719																																					0.190033															0.245198																	0.243934								0.245719				0.0148074																												0.243934			0.245458								0.183296																																																					0.00991442																	0.143875						0.245458									0.141825											0.0136446																					0.239752													0.135503																						0.141179												
NC_020507	0.246515	0.192499	0.14222			0.139665	0.141342		0.139617	0.0112572		0.0132231	0.013106	0.140448	0.190834	0.138948	0.00850956	0	0.238892	0.138957	0.00997705				0.243934	0.228011		0.0149583	0.243198	0.138986		0.00133657		0.245719	0.246515	0.246515		0.247057	0.18907	0.138976	0.000141604		0.183523	0.243934	0.14222	0.227263	0.245458	0.246785	0.243686	0.245458					0.245982	0.181142	0.239319	0.14243	0.245458	0.0153501	0.139752	0.228777		0.000452426	0.00142968	0.236441	0.0149021		0.179827	0.058253	0.190834	0.245982	0.139781	0.192751	0.245719	0.143448	0.222976			0.245458		0.244434	0.245982	0.245458	0.0173144	0.245458	0.244434	0.181142	0.175938	0.244941	0.0153399	1.63996e-05		0.245982	0.245982	0.141048	0.142546	0.245458	0.23744	0.168518	0.245982	0.233439		0.0149868	0.181892	0.139252	0.13929	0.0400767	0.241086		0.246247	0.142769	0.139424	0.142241				0.246515	0.0131014			0.244687			0.228163	0.0149056	0.0118396	0.183828			0.139607	0.190596				0.143634			0.245458	0.243934	0.0154392	0.246515		0.0105399	0.244941	0.245982	0.244687		0.141139	0.139128	0.0361424	0.245982		0.245198		0.13981	2.68722e-05	0.191073	0.245982	0.236837	0.00109841	0.243441	0.243934	0.244941	0.14122		0.231191		0.244941		0.245982	0.245982	0.245982	0.18034		0.0154998		0.245982	0.14359		0.137228	0.23847	0.246247		0.0152922	0.14025				0.244941	0.23744		0.0603755		0.140977	0.238261	0.245719	0.0107369	0.23868	0.245982	0.139607	0.135148		0.242478	0.143015	0.228777	0.245458	0.00369088	0.0142466		0.24086	0.191509	0.140907	0.243934	0.183485		0.246785	0.245458	0.245982		0.141281		0.245982	0.229403	0.244434		0.139559	0.243686	0.245719		0.0121785	0.245982	0.139733	0.1412	0.245458	0.244687		0.236638	0.14322	0.139617		0.18292	0.0107809	0.0148683	0.190834	0.246515	1.98247e-05	0.190173					0.139271	0.242242	0.245719	0.140696	0.0156237	0.140716	0.238054		0.245982	0.245982	0.0149077	0.246785	0.253047		0.245982	0.00996748	0.182402	0.235283	0.0149509	0.245719		0.00772652	0.245458		0.139665	0.139723	0.140074				0.245982		0.143897		0.246247	0.245719	0.190502	0.245982	0.244941	0.00368857	0.243198		0.23605	0.183599	0.245982	0.192349	0.140666	0.142546	0.24086	0.18437		0.245982	0.190834		0.142483	0.245458	0.244687		0.0149485	0.245458	0.239534		0.245982	0.142983	0.246515	0.243441	0.141149	0.245982	0.183561	0.244941	0.245982	0.140468	0.245982	0.237237		0.245982		0.245719	0.245982	0.24086		0.14169	0.0596554		0.246515			0.142855	0.142812	0.245982	0.0131135	0.246515	0.134542	0.245982	0.183561	0.245198	0.247608	0.245198		0.139195	0.225817	0.23605	0.237848	0.245982	2.63548e-05	0.245982	0.141139	0.245719	0.000454646	0.243686	0.0400309	0.134052	0.190691	0.245982	0.140025		0.134542	0.245458			0.245982	0.174875			0.190786	0.229881	0.234905
NZ_CP020814	0.254391						0.223896					0.237848					0.23847		0																										0.238892	0.242716		0.250516														0.237848				0.250213						0.249616										0.250516							0.241775		0.238261	0.238892			0.250516																		0.240635														0.239104					0.234905												0.23868			0.252074																	0.255793								0.250516	0.250516			0.23847					0.239752	0.252074																						0.253047			0.249913					0.234348			0.239534			0.252074						0.238261									0.239752	0.239319					0.23847	0.238054															0.254049												0.250516	0.237643				0.253712											0.250516		0.23847				0.234718		0.252719									0.238054											0.22786												0.250516									0.231191					0.254391					0.250516			0.239104								0.208927	0.244183						0.253712					0.234533	0.250516	0.239752		0.239104					0.24086					
NZ_CP022531	0.246515	0.190691	0.0197184			0.0153083	0.0454076		0.0152003	0.138432		0.138432	0.140054		0.19265		0.139119		0.23847	0	0.138358				0.246247					0.0110488		0.125783		0.246785	0.246785	0.246515			0.190644	0.0121116	0.138882				0.0514931	0.229246	0.246247	0.246515	0.245719						0.245982	0.184882	0.239319		0.245982	0.137724		0.229562		0.138778	0.137797	0.234348	0.139617		0.182365	0.142136	0.19265	0.246247	0.0153053		0.246515	0.0199935	0.225118					0.245719	0.245982	0.246515	0.13875	0.247057	0.245198	0.184842	0.180513	0.244941	0.13767	0.138995		0.246515	0.245982	0.0143653	0.0200074	0.245198	0.234533	0.185442	0.245719	0.233619		0.138432	0.184842	0.0160011	0.0115631	0.140907	0.237643		0.246247		0.0155441	0.0202612								0.243441			0.230042	0.139646	0.139713	0.185001				0.192701				0.0507408			0.246785	0.244183	0.138017	0.246515		0.138118	0.246785	0.245982	0.245198		0.0178863	0.0154382	0.140438	0.245982		0.247057		0.0156041	0.138957	0.192399	0.245982		0.138432	0.244434	0.245458	0.244941	0.0200378						0.245982	0.245982	0.245982			0.137742		0.245982	0.0203085		0.00906042	0.238261	0.246247							0.245982	0.233083		0.140766		0.0186142		0.245719	0.138451	0.23744	0.245982	0.0151953	0.148395		0.243934	0.0194016		0.246785	0.138302	0.140044		0.23997	0.193108	0.00878506	0.245719	0.184803		0.246515	0.246785	0.245719		0.0130218		0.245719	0.230693	0.245719		0.0152465	0.245719			0.13876	0.246785	0.0167895	0.00931182	0.245982	0.246247		0.234905	0.019241	0.0152019			0.139033	0.139617	0.192499	0.244941	0.138986	0.190786					0.00311406		0.246515		0.137971				0.245982				0.251756		0.245982	0.138312	0.18593	0.233981	0.140468	0.245982		0.138293			0.0151986	0.00954829	0.01641				0.245719		0.0502125		0.246247		0.192199	0.245982	0.245198	0.138275	0.244941		0.233261	0.184605			0.018624	0.0197723	0.241086	0.184922			0.19265		0.01989		0.245458		0.140438	0.246247				0.019976	0.246515		0.00928296	0.245719		0.246785	0.245982	0.00828201	0.245982	0.235857		0.245982			0.245982	0.242242		0.00888074	0.140438		0.246515				0.0200276	0.245982	0.140034	0.246515	0.14874	0.245982	0.18437		0.244687	0.245458			0.228163	0.235093	0.24019	0.245982	0.138995	0.245982	0.0101688	0.245982	0.139043	0.243934			0.192751	0.245982	0.0164257		0.148715	0.246785			0.245982	0.180861			0.192701	0.230042	0.236638
NZ_CP017070	0.246515	0.191607				0.138967	0.140917		0.1386	0.0105102		0.012742	0.0129215		0.189893		0.00992459		0.237643		0									0.13861					0.246785				0.188488		0.00993913				0.14403	0.226969	0.245458	0.245982	0.243198						0.246247				0.245719			0.227263			0.00998889	0.234533	0.0144386		0.180168	0.0577503	0.189893	0.245458			0.245982	0.142706	0.222718					0.244687	0.246247	0.245719	0.0170518		0.244941	0.182402	0.176058	0.245719	0.0145412	0.00998051			0.246247		0.142706	0.245719				0.232906			0.182958		0.138247	0.039198			0.246515		0.138656									0.244687				0.0144432	0.0101988	0.182073				0.189801				0.144097			0.245982		0.0146379	0.246515		0.00961737	0.244941	0.245458	0.244183		0.140398	0.13833	0.0352213	0.246247		0.245458			0.0099698	0.190219	0.246247		0.00981486		0.244434	0.244687	0.140786							0.246247	0.246247			0.0147006		0.246785	0.142399		0.135973	0.237848								0.244941	0.237237		0.0597642		0.140201		0.245198	0.0115046	0.238892		0.1386	0.135469		0.242956	0.141918		0.245719				0.240412	0.190644	0.140676	0.244434	0.182586			0.245458	0.246247				0.246247	0.229246			0.138553				0.0123115	0.245982	0.139723	0.140756				0.234905	0.142357	0.1386			0.00901488	0.0144078		0.247331	0.00997564	0.189571							0.245982		0.0148568				0.245719				0.252395		0.246247	3.18536e-05	0.182402	0.234348		0.246247		0.010554					0.14026				0.245719		0.144208				0.189525		0.245458	0.00949555							0.140577	0.141567	0.240412	0.18322					0.141598		0.245458		0.0143593	0.245458					0.246515		0.141038	0.246247		0.244941	0.246247			0.236638		0.246247				0.24019		0.140736			0.246515				0.142157	0.246247	0.0129299	0.246515	0.136432	0.246247	0.18182		0.247331	0.246247			0.225817	0.235857	0.23744	0.246247	0.00998058	0.246247		0.245982					0.189342	0.246247	0.140152		0.136415	0.245719			0.246247	0.175908					0.234718
